"Geo_code","Geo_Label","Population","Year","Race","Cohort","Eventname","Event_Label","Observed","O_E_ratio","Crude_Rate","Std_Error","Uppercl","Lowercl","Percentile","adjusted_rate","Short_label","cohort_web_label","Geo_Name"
"37","STATE",49050,2012,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",35753,0.894445490673505,72.8909276248726,0.385493653687553,73.6464951861002,72.135360063645,0.096,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Oklahoma"
"46","STATE",106,2012,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",75,0.931825691269786,70.7547169811321,8.17005097909848,86.7680169001651,54.7414170620991,0.269,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Utah"
"13","STATE",12697,2010,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",9551,0.922772303575641,75.2224935024021,0.76970321918272,76.7311118120003,73.713875192804,0.196,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Idaho"
"21","STATE",23428,2015,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",17638,1.01288200757781,75.2859825849411,0.566877805536631,76.3970630837929,74.1749020860893,0.73,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Maryland"
"27","STATE",9753,2010,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",6990,0.879196148749244,71.6702553060597,0.857235926015728,73.3504377210505,69.9900728910688,0.078,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Montana"
"1","STATE",57922,2013,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",47981,1.01347387869609,82.8372639066331,0.378173504611568,83.5784839756717,82.0960438375944,0.653,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Alabama"
"22","STATE",3778,2008,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",2818,1.00775970289445,74.5897300158814,1.40510422869105,77.3437343041159,71.8357257276469,0.627,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Massachusetts"
"41","STATE",6062,2008,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",5021,1.02246052691599,82.8274496865721,1.16890489858508,85.1185032877988,80.5363960853453,0.725,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Rhode Island"
"2","STATE",4408,2008,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",2828,0.79197246156243,64.1560798548094,1.2064188566523,66.5206608138479,61.7914988957709,0.039,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Alaska"
"17","STATE",29788,2008,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",22146,0.927858281552432,74.3453739760978,0.499581448206694,75.3245536145829,73.3661943376126,0.211,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Kansas"
"13","STATE",40,2012,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",33,1.08650875602057,82.5,14.3614066163451,110.648356968036,54.3516430319637,0.942,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Idaho"
"30","STATE",117,2010,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",94,1.06777133962764,80.3418803418803,8.28663223489971,96.5836795222838,64.1000811614769,0.96,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Hampshire"
"26","STATE",65947,2012,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",52934,0.984963350123295,80.2674875278633,0.348876978741878,80.9512864061974,79.5836886495292,0.5,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Missouri"
"6","STATE",28021,2011,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",20826,0.922415874684309,74.3228293065915,0.515014316582807,75.3322573670938,73.3134012460892,0.134,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Colorado"
"29","STATE",2094,2013,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",1514,0.948452520465787,72.3018147086915,1.85817349172337,75.9438347524693,68.6597946649137,0.326,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Nevada"
"22","STATE",5476,2014,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",4284,1.03974816782834,78.2322863403945,1.19525698845534,80.5749900377669,75.889582643022,0.884,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Massachusetts"
"41","STATE",384,2010,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",282,0.976009740128391,73.4375,4.37313948535069,82.0088533912874,64.8661466087126,0.45,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Rhode Island"
"35","STATE",26,2014,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",17,0.868995874088519,65.3846153846154,15.8580985600679,96.4664885623485,34.3027422068823,0.067,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","North Dakota"
"33","STATE",137665,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",118136,1.05504248556509,85.8141139723241,0.249670707437941,86.3034685589025,85.3247593857458,0.96,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New York"
"99","STATE",3109402,2010,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",2509958,0.999999999970945,80.7215663976546,,,,,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","United States"
"20","STATE",72,2013,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",55,1.00206660779066,76.3888888888889,10.3002756765218,96.5774292148715,56.2003485629062,0.634,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Maine"
"32","STATE",19924,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",13726,0.846990788849809,68.8917887974302,0.588024558105104,70.0443169313162,67.7392606635442,0.058,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Mexico"
"1","STATE",76238,2014,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",61843,1.01056867591612,81.1183399354653,0.32619235622379,81.7576769536639,80.4790029172666,0.653,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Alabama"
"45","STATE",231830,2009,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",189098,1.0059930266257,81.5675279299487,0.187574515156299,81.935173979655,81.1998818802423,0.615,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Texas"
"46","STATE",101,2008,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",67,0.896254567718344,66.3366336633663,8.10430967512124,82.221080626604,50.4521867001287,0.156,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Utah"
"36","STATE",12800,2012,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",9303,0.957177173982895,72.6796875,0.75353172368106,74.1566096784149,71.2027653215851,0.403,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Ohio"
"44","STATE",68121,2010,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",56519,1.01779492262598,82.9685412721481,0.348992601284479,83.6525667706657,82.2845157736305,0.686,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Tennessee"
"2","STATE",5449,2011,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",3645,0.830204836926162,66.8930078913562,1.10798009529261,69.0646488781297,64.7213669045827,0.038,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Alaska"
"2","STATE",4905,2010,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",3251,0.813064095525448,66.2793068297655,1.16243712865635,68.557683601932,64.0009300575991,0.039,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Alaska"
"42","STATE",17152,2015,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",13140,1.0306835173278,76.6091417910448,0.668317625042309,77.9190443361277,75.2992392459619,0.826,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","South Carolina"
"25","STATE",46043,2015,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",35290,0.96464450023317,76.6457441956432,0.408001928807412,77.4454279761057,75.8460604151807,0.365,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Mississippi"
"23","STATE",105023,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",86481,1.01238921238778,82.3448197061596,0.280011540952043,82.8936423264256,81.7959970858936,0.627,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Michigan"
"6","STATE",26591,2015,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",18993,0.890926281697306,71.4264224737693,0.51827721226359,72.442245809806,70.4105991377327,0.153,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Colorado"
"49","STATE",21332,2012,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",16606,1.0252097802975,77.8454903431465,0.604089019685825,79.0295048217307,76.6614758645622,0.769,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Virginia"
"13","STATE",44,2013,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",27,0.804965903117789,61.3636363636364,11.8094373243333,84.5101335193295,38.2171392079432,0.057,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Idaho"
"39","STATE",9635,2011,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",6975,0.960793516730488,72.3923196678775,0.866802962557865,74.0912534744909,70.6933858612641,0.352,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Pennsylvania"
"6","STATE",26738,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",19968,0.918156842032166,74.6802303837235,0.528491936050735,75.716074578383,73.6443861890641,0.176,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Colorado"
"5","STATE",218514,2008,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",173870,0.993054502933552,79.5692724493625,0.190824028484707,79.9432875451925,79.1952573535325,0.423,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","California"
"6","STATE",22584,2008,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",16988,0.928567861882595,75.2213956783564,0.577125496285197,76.3525616510753,74.0902297056374,0.254,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Colorado"
"42","STATE",54700,2012,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",45632,1.02367613631521,83.4223034734918,0.390523727175684,84.1877299787561,82.6568769682274,0.769,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","South Carolina"
"5","STATE",236747,2010,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",189313,0.990618359094101,79.9642656506735,0.18378316838989,80.3244806607177,79.6040506406293,0.461,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","California"
"28","STATE",17572,2008,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",12969,0.92111317375691,73.8049169132711,0.648085120513395,75.0751637494774,72.5346700770649,0.173,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Nebraska"
"23","STATE",19585,2010,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",13643,0.925811499913183,69.6604544294103,0.596391388201926,70.829381550286,68.4915273085345,0.254,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Michigan"
"4","STATE",41505,2013,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",31671,0.941507244058469,76.3064691001084,0.428776001444565,77.1468700629398,75.4660681372771,0.269,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Arkansas"
"14","STATE",149658,2014,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",121102,1.0080873304884,80.9191623568403,0.232528248690292,81.3749177242732,80.4634069894073,0.634,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Illinois"
"9","STATE",5472,2012,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",4127,0.933524984065908,75.4203216374269,1.17400824169218,77.7213777911436,73.1192654837102,0.23,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","District of Columbia"
"52","STATE",44513,2015,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",36536,1.02380443348998,82.0793925370117,0.429411463688194,82.9210390058405,81.2377460681828,0.75,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Wisconsin"
"44","STATE",78383,2010,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",64360,1.01719583480681,82.1096411211615,0.323657843571725,82.744010494562,81.4752717477609,0.692,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Tennessee"
"49","STATE",19203,2008,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",14783,1.04009126274005,76.9827631099307,0.633158157376095,78.2237530983879,75.7417731214736,0.901,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Virginia"
"20","STATE",62,2010,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",51,1.09323808914862,82.258064516129,11.5184329492627,104.834193096684,59.6819359355742,0.98,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Maine"
"7","STATE",3833,2008,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",2822,0.994709219621503,73.6237933733368,1.38592486149684,76.3402061018706,70.907380644803,0.549,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Connecticut"
"27","STATE",27,2011,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",17,0.835646749358133,62.962962962963,15.2707615763617,92.8936556526319,33.032270273294,0.039,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Montana"
"15","STATE",76619,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",58849,0.944308358473027,76.8073193333246,0.316616150453919,77.4278869882143,76.1867516784349,0.274,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Indiana"
"3","STATE",54124,2013,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",41109,0.929252719831382,75.9533663439509,0.374609313752077,76.687600598905,75.2191320889968,0.23,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Arizona"
"52","STATE",46596,2015,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",38019,1.02690743963439,81.5928405871749,0.418457839251608,82.413017952108,80.7726632222417,0.788,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Wisconsin"
"45","STATE",25024,2008,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",18915,1.02123941314108,75.5874360613811,0.549599642348255,76.6646513603836,74.5102207623785,0.764,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Texas"
"31","STATE",81828,2008,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",69383,1.04670283113677,84.7912694921054,0.321902686013915,85.4221987566927,84.1603402275181,0.941,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Jersey"
"8","STATE",3350,2013,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",2657,1.0404306666854,79.3134328358209,1.5386894291176,82.3292641168914,76.2976015547504,0.865,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Delaware"
"51","STATE",27400,2008,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",22009,0.991566872515374,80.3248175182482,0.541439071655135,81.3860380986922,79.2635969378041,0.431,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","West Virginia"
"12","STATE",9207,2015,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",7718,1.04560945895606,83.8275225372,0.954188644752792,85.6977322809154,81.9573127934845,0.903,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Hawaii"
"15","STATE",82340,2010,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",62889,0.946181049575409,76.3772164197231,0.304562537265845,76.9741589927642,75.780273846682,0.307,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Indiana"
"45","STATE",222777,2014,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",182064,1.0091641977022,81.7247741014557,0.191532152205088,82.1001771197777,81.3493710831337,0.634,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Texas"
"22","STATE",64889,2015,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",53836,1.04419341558146,82.9662962905885,0.357573487998962,83.6671403270665,82.2654522541106,0.923,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Massachusetts"
"18","STATE",58816,2008,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",47418,1.00617945412178,80.6209194776931,0.37023385646097,81.3465778363567,79.8952611190296,0.615,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Kentucky"
"51","STATE",928,2014,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",692,0.991060710357545,74.5689655172414,2.83468673232024,80.124951512589,69.0129795218937,0.634,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","West Virginia"
"99","STATE",2914636,2008,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",2335375,1.00000000001778,80.1257858614249,,,,,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","United States"
"32","STATE",21441,2014,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",14069,0.817457101361971,65.6172753136514,0.553205613061292,66.7015583152515,64.5329923120513,0.057,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Mexico"
"8","STATE",12628,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",10578,1.02986480181636,83.7662337662338,0.814455214371307,85.3625659864015,82.169901546066,0.823,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Delaware"
"26","STATE",6856,2010,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",5046,0.978166319657958,73.5997666277713,1.03610272083886,75.6305279606155,71.5690052949271,0.47,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Missouri"
"49","STATE",98545,2011,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",81153,1.02205559463916,82.3512101070577,0.289079766812821,82.9178064500108,81.7846137641046,0.73,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Virginia"
"31","STATE",101740,2015,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",85886,1.06245339977498,84.4171417338313,0.288051044947953,84.9817217819293,83.8525616857333,0.961,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Jersey"
"31","STATE",14168,2015,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",11043,1.04863236497917,77.9432523997741,0.741711457713311,79.3970068568922,76.489497942656,0.923,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Jersey"
"10","STATE",190229,2015,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",161346,1.06748240495538,84.8167208995474,0.211155489593194,85.2305856591501,84.4028561399447,0.98,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Florida"
"41","STATE",438,2011,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",335,1.01509869029604,76.4840182648402,4.17876831454866,84.6744041613556,68.2936323683248,0.705,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Rhode Island"
"23","STATE",107113,2012,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",87577,1.00329415636278,81.7613174871397,0.276282163966068,82.3028305285132,81.2198044457663,0.538,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Michigan"
"53","STATE",5284,2009,"Overall","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",3096,0.722629709918709,58.5919757759273,1.05302253923115,60.6558999528204,56.5280515990343,0.019,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Wyoming"
"5","STATE",15653,2008,"Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",11039,0.952818325300593,70.5232223854852,0.671223698435267,71.8388208344183,69.2076239365521,0.313,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","California"
"30","STATE",16765,2015,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",13265,0.986930496067429,79.1231732776618,0.68698945266166,80.4696726048786,77.7766739504449,0.538,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","New Hampshire"
"39","STATE",103569,2011,"Non-Black","Diabetic Events","diab_bloodlip","Percent of Diabetic Medicare Enrollees Receiving Blood Lipids Testing",83342,0.989339527773062,80.470024814375,0.278741848730357,81.0163588378865,79.9236907908635,0.47,,"Blood Lipids Testing for Diabetics","Secondary Screening for Diabetes","Pennsylvania"
