Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,10053,88368.306277,19942.680792,16113.497463
National,,National,028,SPINAL PROCEDURES WITH MCC,1920,179883.8099,44158.595313,39350.746354
National,,National,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,3716,105104.83719,24621.807051,21065.658504
National,,National,030,SPINAL PROCEDURES WITHOUT CC/MCC,2090,68439.023923,15313.738278,11663.023923
National,,National,031,VENTRICULAR SHUNT PROCEDURES WITH MCC,1026,128239.49805,30699.437622,26658.181287
National,,National,032,VENTRICULAR SHUNT PROCEDURES WITH CC,1947,71073.542373,16764.757576,13728.684129
National,,National,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,2773,56774.683736,12495.604039,10532.466282
National,,National,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,669,129148.85501,29188.928251,26080.696562
National,,National,035,CAROTID ARTERY STENT PROCEDURES WITH CC,1847,71910.299946,16776.00379,14832.286952
National,,National,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,2841,55577.32559,12331.851109,10566.055614
National,,National,037,EXTRACRANIAL PROCEDURES WITH MCC,4115,109486.25152,23349.519563,20750.092345
National,,National,038,EXTRACRANIAL PROCEDURES WITH CC,12092,56898.683675,11341.307641,9581.484039
National,,National,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,27019,40354.447019,7709.7670898,6031.4834376
National,,National,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",4248,126639.45951,30166.693032,26661.928437
National,,National,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",4372,78899.983532,16800.682068,14049.506404
National,,National,042,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",1671,62793.359066,15199.402753,12121.996409
National,,National,052,SPINAL DISORDERS AND INJURIES WITH CC/MCC,909,51290.827283,12447.778878,10291.765677
National,,National,053,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,267,31855.367041,7783.928839,5459.2284644
National,,National,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,13013,47840.072927,11122.475217,9004.3202182
National,,National,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,5456,37360.171738,8590.6906158,6708.4043255
National,,National,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,11595,57099.494006,14890.451919,12704.281414
National,,National,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,29998,34580.755217,9443.2824188,7743.5926062
National,,National,058,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,958,56405.814196,14504.25261,11537.694154
National,,National,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,3192,37293.588033,9019.3358396,6504.7600251
National,,National,060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,2960,30053.910811,7361.7560811,5047.0260135
National,,National,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",4960,102171.90323,20261.756452,18072.372581
National,,National,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",9506,75058.482643,14272.690511,11880.224279
National,,National,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",1938,64250.977296,12096.722394,9472.0154799
National,,National,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,77991,60114.480184,13503.871806,11503.770384
National,,National,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,114239,36980.656886,7983.3249328,6295.9720323
National,,National,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,40502,29390.404894,5960.402153,4294.5115056
National,,National,067,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,849,50894.057715,10774.547703,9093.5641932
National,,National,068,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,3941,34763.61558,6806.9429079,5301.4854098
National,,National,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,51765,30091.216807,5644.5983966,4220.9412731
National,,National,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,15712,51487.517503,12419.861443,10708.592223
National,,National,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,16603,32729.950672,7598.1258809,6177.4159489
National,,National,072,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,4651,27937.758547,5859.6798538,4305.9311976
National,,National,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,7072,45290.284502,10868.197822,9233.7770079
National,,National,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,18137,33520.426035,7550.5558251,5851.7708
National,,National,075,VIRAL MENINGITIS WITH CC/MCC,708,54901.026836,13164.398305,10578.29661
National,,National,076,VIRAL MENINGITIS WITHOUT CC/MCC,250,31935.944,6749.344,4833.18
National,,National,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,2204,51921.799909,11788.567604,10228.904719
National,,National,078,HYPERTENSIVE ENCEPHALOPATHY WITH CC,2850,34396.091228,7297.662807,5754.7670175
National,,National,079,HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC,1186,28744.973019,5341.9637437,3879.7866779
National,,National,080,NONTRAUMATIC STUPOR AND COMA WITH MCC,519,57244.924855,12663.660886,10001.518304
National,,National,081,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,667,27283.904048,6330.6296852,4988.1529235
National,,National,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,4287,76075.829951,17577.217635,14950.761838
National,,National,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,4643,45988.90308,10881.024984,8761.5920741
National,,National,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,3293,34440.933192,7602.6890374,5751.0713635
National,,National,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,10686,69040.282613,16098.557084,13933.932996
National,,National,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,17021,42023.740203,9165.4371659,7325.659597
National,,National,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,11593,31129.885103,6646.5432589,4961.5724144
National,,National,088,CONCUSSION WITH MCC,711,50301.232068,10921.392405,9020.9859353
National,,National,089,CONCUSSION WITH CC,1800,38615.842222,8141.5972222,6045.1383333
National,,National,090,CONCUSSION WITHOUT CC/MCC,932,32180.385193,6678.9645923,4625.8476395
National,,National,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,13495,50132.695443,12356.994665,10647.304187
National,,National,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,20590,31908.217484,7231.8692084,5694.7162215
National,,National,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,8575,27217.986472,5822.1422741,4306.7841399
National,,National,094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,1379,114682.68891,28116.483684,24500.839014
National,,National,095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,1175,81621.841702,18408.130213,15606.677447
National,,National,096,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,474,76764.006329,17126.883966,13414.084388
National,,National,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,2118,115790.03636,27529.472616,23546.906516
National,,National,098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,1387,65319.000721,15744.856525,12625.423216
National,,National,099,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,589,44681.16129,10665.106961,7988.8539898
National,,National,100,SEIZURES WITH MCC,24754,55926.949584,12701.122404,10879.769411
National,,National,101,SEIZURES WITHOUT MCC,43217,30232.626235,6758.2399519,5140.8108846
National,,National,102,HEADACHES WITH MCC,1605,38464.185047,9305.6099688,7229.3669782
National,,National,103,HEADACHES WITHOUT MCC,10767,28464.693787,6270.6202285,4284.6121482
National,,National,113,ORBITAL PROCEDURES WITH CC/MCC,511,81607.234834,18403.825832,15803.639922
National,,National,114,ORBITAL PROCEDURES WITHOUT CC/MCC,174,49719.235632,10984.770115,8776.7471264
National,,National,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,822,52634.274939,12487.790754,10195.748175
National,,National,116,INTRAOCULAR PROCEDURES WITH CC/MCC,354,58134.638418,14251.327684,11833.669492
National,,National,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,160,39292.65625,8766.04375,6527.28125
National,,National,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,600,32299.655,8998.3366667,6902.8383333
National,,National,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,219,24073.47032,5936.1461187,4225.4429224
National,,National,123,NEUROLOGICAL EYE DISORDERS,2616,31662.521789,6261.7496177,4418.2274465
National,,National,124,OTHER DISORDERS OF THE EYE WITH MCC,940,43354.851064,10351.964894,8583.937234
National,,National,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,3347,27281.139827,6425.8664476,4747.2996713
National,,National,129,MAJOR HEAD AND NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE,1924,93680.897089,22033.319647,18206.510395
National,,National,130,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,1056,61363.682765,12887.77178,9981.8693182
National,,National,131,CRANIAL AND FACIAL PROCEDURES WITH CC/MCC,1309,98624.542399,22525.433155,19007.702063
National,,National,132,CRANIAL AND FACIAL PROCEDURES WITHOUT CC/MCC,555,60573.230631,13678.636036,10370.281081
National,,National,133,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC/MCC",2155,69328.177726,16851.643619,13677.251508
National,,National,134,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",1243,45740.958166,9624.5261464,7136.3966211
National,,National,135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,244,84516.75,17020.270492,14026.47541
National,,National,136,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,113,53647.318584,10424.902655,8261.619469
National,,National,137,MOUTH PROCEDURES WITH CC/MCC,786,48027.55598,11972.641221,9687.1323155
National,,National,138,MOUTH PROCEDURES WITHOUT CC/MCC,407,33074.601966,7667.0540541,5780.7886978
National,,National,139,SALIVARY GLAND PROCEDURES,351,43877.88604,9228.8091168,7126.97151
National,,National,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",877,64261.914481,16381.508552,13658.752566
National,,National,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",923,41373.815818,10689.658722,8637.6630553
National,,National,148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",263,29900.688213,7299.1254753,5536.9011407
National,,National,149,DYSEQUILIBRIUM,16615,26875.846885,5490.252904,3972.5956666
National,,National,150,EPISTAXIS WITH MCC,1126,39930.361456,10271.41119,8882.6261101
National,,National,151,EPISTAXIS WITHOUT MCC,3215,22194.245101,5756.029549,4415.4709176
National,,National,152,OTITIS MEDIA AND URI WITH MCC,3272,34740.319071,8819.8924205,7113.5577628
National,,National,153,OTITIS MEDIA AND URI WITHOUT MCC,9305,24838.431381,5923.3739925,4320.1790435
National,,National,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",2024,47248.647233,11222.426383,9651.6778656
National,,National,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",4259,30227.356187,7163.1944118,5564.119042
National,,National,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",1910,24176.545026,5767.6712042,4120.5340314
National,,National,157,DENTAL AND ORAL DISEASES WITH MCC,1720,52714.245349,12738.016279,10607.398256
National,,National,158,DENTAL AND ORAL DISEASES WITH CC,3472,30378.292051,7239.3683756,5554.3202765
National,,National,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,1102,23460.144283,5689.1696915,4091.0154265
National,,National,163,MAJOR CHEST PROCEDURES WITH MCC,12875,155158.0852,37238.624699,33235.081709
National,,National,164,MAJOR CHEST PROCEDURES WITH CC,16082,88027.356672,20068.336277,16890.46723
National,,National,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,8549,65701.363434,14558.958124,11824.462042
National,,National,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,18643,112549.8666,27073.393928,23966.560478
National,,National,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,10921,63169.082685,14533.443183,12195.34539
National,,National,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,3298,46666.614008,10369.011522,8009.1882959
National,,National,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,24246,46690.52751,10861.861998,9046.1436113
National,,National,176,PULMONARY EMBOLISM WITHOUT MCC,33541,30129.688083,7081.7760651,5461.8702185
National,,National,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,72110,55085.673943,13294.930051,11772.149466
National,,National,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,35619,39107.485752,9820.8328139,8273.117325
National,,National,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,7817,28833.881029,7206.4665473,5723.3185365
National,,National,180,RESPIRATORY NEOPLASMS WITH MCC,18359,56535.319081,12902.173866,11082.940084
National,,National,181,RESPIRATORY NEOPLASMS WITH CC,12231,40224.559153,9171.7534135,7586.6083722
National,,National,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,917,30993.669575,6747.6586696,5231.6248637
National,,National,183,MAJOR CHEST TRAUMA WITH MCC,4965,49992.340584,11920.856395,9456.6847936
National,,National,184,MAJOR CHEST TRAUMA WITH CC,9924,35902.526904,8510.1039903,6000.6848045
National,,National,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,2971,27233.683272,6485.2177718,4082.4479973
National,,National,186,PLEURAL EFFUSION WITH MCC,11069,47916.879845,11371.216731,9931.2485319
National,,National,187,PLEURAL EFFUSION WITH CC,7728,35062.044125,8179.873059,6811.2719979
National,,National,188,PLEURAL EFFUSION WITHOUT CC/MCC,1737,26965.503166,5901.5872193,4750.1560161
National,,National,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,147901,38159.986565,9193.4328098,7773.67961
National,,National,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,147912,36006.785846,8366.0185583,6953.8160055
National,,National,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,92697,28795.485765,6893.2834504,5544.1158829
National,,National,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,43486,22699.773283,5514.6614313,4132.7144598
National,,National,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,134791,41717.503216,10104.291859,8587.0434525
National,,National,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,120988,28962.55689,7170.015828,5701.7334116
National,,National,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,40204,22246.157447,5372.7587553,3932.4054572
National,,National,196,INTERSTITIAL LUNG DISEASE WITH MCC,7836,50642.130424,12672.467075,10649.464012
National,,National,197,INTERSTITIAL LUNG DISEASE WITH CC,3476,33988.756041,8302.7761795,6621.5578251
National,,National,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,1067,27444.76851,6506.0290534,4660.2089972
National,,National,199,PNEUMOTHORAX WITH MCC,5388,56006.255197,13249.614328,11187.139755
National,,National,200,PNEUMOTHORAX WITH CC,8822,34523.412832,8257.2240988,6309.6325096
National,,National,201,PNEUMOTHORAX WITHOUT CC/MCC,2057,22759.725814,5813.9878464,4161.2620321
National,,National,202,BRONCHITIS AND ASTHMA WITH CC/MCC,35805,30017.192208,7010.737802,5427.5654518
National,,National,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,12601,22989.929767,5419.7760495,3876.7073248
National,,National,204,RESPIRATORY SIGNS AND SYMPTOMS,10209,27229.688216,6136.0067587,4684.8851993
National,,National,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,7828,49136.919775,12138.238631,10013.21883
National,,National,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,10738,30360.491153,7032.4731794,5388.957534
National,,National,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,21068,173501.07129,39737.0337,35857.000522
National,,National,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,58883,77796.766775,17105.164598,15125.557122
National,,National,215,OTHER HEART ASSIST SYSTEM IMPLANT,993,337906.51158,114562.59919,107095.3575
National,,National,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,9213,326148.18094,75238.265494,68378.693042
National,,National,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,3630,218174.31212,48658.552342,42674.520386
National,,National,218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,461,195498.73319,40932.075922,35713.301518
National,,National,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,16745,262034.18925,61721.746253,55640.460615
National,,National,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,19123,176730.33138,39512.854834,34654.871045
National,,National,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,3560,150756.28315,33926.36236,29652.848596
National,,National,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",1530,276844.11111,66014.15817,59177.592157
National,,National,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT",848,205260.99646,47103.542453,42654.550708
National,,National,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",2110,242216.44313,58119.357346,51308.347867
National,,National,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",1909,186844.70299,43017.380828,37532.045574
National,,National,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,4471,213479.30933,51498.495639,47927.986804
National,,National,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,6549,167223.67537,40027.157734,35768.902122
National,,National,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,3429,216646.12394,55138.216098,49651.445028
National,,National,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,3289,153014.53086,34654.203709,30632.107023
National,,National,230,OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,629,125728.41494,30588.467409,26677.965024
National,,National,231,CORONARY BYPASS WITH PTCA WITH MCC,1179,292211.04919,62058.094148,52811.268872
National,,National,232,CORONARY BYPASS WITH PTCA WITHOUT MCC,774,206472.49612,42473.113695,36365.359173
National,,National,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,12655,243840.76926,52833.940893,46434.872461
National,,National,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,16839,173407.13219,35226.938714,29484.069244
National,,National,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,10279,192589.91468,42769.283199,37742.901644
National,,National,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,20065,133630.31842,27947.484077,23567.231697
National,,National,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,9400,137389.19755,34094.617766,30679.713936
National,,National,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,8099,83554.969873,19384.663539,17124.266206
National,,National,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,892,46771.210762,10283.463004,9011.7376682
National,,National,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,17638,114929.25916,26740.048361,24541.276165
National,,National,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,25557,82208.000117,18623.427045,16711.687248
National,,National,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,17387,67068.750158,15063.814459,12991.823949
National,,National,245,AICD GENERATOR PROCEDURES,2552,171013.54781,37124.919279,33496.111285
National,,National,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,40787,121197.37728,24432.203938,21579.142643
National,,National,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,89151,83795.117968,15740.360209,12779.55166
National,,National,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERI,6503,113574.63678,22243.335845,20007.439028
National,,National,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,10236,78013.861762,13628.051192,11323.117624
National,,National,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,3893,94267.319805,19683.953249,17340.558181
National,,National,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,6210,66981.44058,12267.026892,10088.677617
National,,National,252,OTHER VASCULAR PROCEDURES WITH MCC,40559,109933.74025,25869.906063,23429.401834
National,,National,253,OTHER VASCULAR PROCEDURES WITH CC,33428,90594.690589,19903.650233,17513.068386
National,,National,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,15118,64079.42962,13151.51442,10871.084204
National,,National,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,2195,74066.507517,18977.275171,16733.601367
National,,National,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,2589,52165.636925,12348.857088,10220.865585
National,,National,257,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,148,36732.885135,8154.9594595,6936.6486486
National,,National,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,697,94436.822095,21423.542324,19602.298422
National,,National,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,1652,66205.53753,14530.825061,13007.772397
National,,National,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,1736,129589.13998,30711.311636,27116.695276
National,,National,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,2170,65711.84424,14589.073272,12652.412442
