Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",6756,90645.747484,18843.138247,15828.099319
National,,National,042,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",2475,75790.04404,15719.089697,12394.978182
National,,National,052,SPINAL DISORDERS AND INJURIES WITH CC/MCC,1067,65563.626054,16337.393627,13269.726336
National,,National,053,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,243,43669.55144,8331.1111111,6202.8930041
National,,National,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,12681,52484.890151,11628.344531,9279.0697106
National,,National,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,3810,41316.522835,9022.1955381,7001.9580052
National,,National,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,12090,70147.669975,17953.467411,15220.147477
National,,National,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,29771,41815.886971,11134.335427,9145.4902422
National,,National,058,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,842,64501.198337,16056.26247,12671.749406
National,,National,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,2754,43542.192084,10127.815178,7439.110748
National,,National,060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,2244,35983.300357,8057.8395722,5547.4603387
National,,National,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",5549,118907.00342,22776.515769,19985.527482
National,,National,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",10436,86561.426984,15557.205347,12819.748084
National,,National,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",2274,77389.649516,13545.168865,10484.342568
National,,National,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,77624,71779.888862,15338.290786,12931.068896
National,,National,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,105300,42217.008519,8493.1154701,6596.5296581
National,,National,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,32238,32951.400645,6298.6522737,4434.8420808
National,,National,067,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,1006,59842.743539,12274.764414,10318.854871
National,,National,068,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,4485,40420.98573,7490.2200669,5808.4684504
National,,National,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,35958,36301.722927,6398.284582,4863.6723956
National,,National,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,18786,58629.167146,13421.92372,11448.99127
National,,National,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,18542,37578.51138,8285.2285622,6660.2818466
National,,National,072,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,3731,31661.836505,6259.3390512,4692.283034
National,,National,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,7363,52995.981529,12316.9124,10241.276654
National,,National,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,15925,39919.047786,8726.4782418,6746.9274725
National,,National,075,VIRAL MENINGITIS WITH CC/MCC,614,63470.151466,13268.539088,10316.436482
National,,National,076,VIRAL MENINGITIS WITHOUT CC/MCC,169,38871.47929,7434.3668639,5023.5384615
National,,National,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,2086,58137.452541,12609.674976,10800.581016
National,,National,078,HYPERTENSIVE ENCEPHALOPATHY WITH CC,2902,39189.334252,7843.4583046,6197.3735355
National,,National,079,HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC,524,32475.858779,5987.1221374,4521.471374
National,,National,080,NONTRAUMATIC STUPOR AND COMA WITH MCC,880,76581.681818,17011.407955,14167.567045
National,,National,081,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,559,29644.34347,7820.6690519,6211.3667263
National,,National,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,7170,89564.393166,19957.748675,17011.926081
National,,National,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,10085,53594.279722,11621.1882,9445.3704512
National,,National,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,5005,37890.221778,8442.384016,6401.6717283
National,,National,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,8123,83023.843408,18126.889573,15595.777053
National,,National,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,15799,50151.181467,10462.161593,8458.0378505
National,,National,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,8266,36062.426567,7525.0243165,5649.0042342
National,,National,088,CONCUSSION WITH MCC,625,59750.976,11930.3808,10002.4176
National,,National,089,CONCUSSION WITH CC,1793,44588.168433,9333.9643056,6748.4266592
National,,National,090,CONCUSSION WITHOUT CC/MCC,657,38178.503805,7420.7747336,5073.95586
National,,National,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,16351,59519.962449,13391.926488,11341.985383
National,,National,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,22629,37945.636086,8180.0324363,6514.189182
National,,National,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,7515,32687.396274,6657.5972056,4960.342648
National,,National,094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,1491,134136.24212,32726.0389,27095.148223
National,,National,095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,1353,91096.465632,21070.966741,16656.847746
National,,National,096,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,452,88633.024336,18398.223451,14113.323009
National,,National,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,2068,146738.8941,33899.863636,27989.719052
National,,National,098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,1605,79136.654206,17819.628037,13898.357009
National,,National,099,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,458,58189.377729,11387.438865,8605.5851528
National,,National,100,SEIZURES WITH MCC,25648,71026.461868,15453.178026,13302.184264
National,,National,101,SEIZURES WITHOUT MCC,40598,36629.286788,7935.2816149,6104.3300902
National,,National,102,HEADACHES WITH MCC,1216,47047.622533,9617.1940789,7520.3980263
National,,National,103,HEADACHES WITHOUT MCC,9364,34825.768048,7373.1211021,4946.2128364
National,,National,113,ORBITAL PROCEDURES WITH CC/MCC,490,90260.381633,22158.6,18791.193878
National,,National,114,ORBITAL PROCEDURES WITHOUT CC/MCC,145,60686.117241,12060.77931,9640.2689655
National,,National,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,769,63681.80104,13742.347204,10948.504551
National,,National,116,INTRAOCULAR PROCEDURES WITH CC/MCC,409,73559.650367,18673.738386,14983.93154
National,,National,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,173,44918.427746,10876.526012,8038.7919075
National,,National,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,592,40974.866554,11494.388514,8938.1047297
National,,National,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,188,23733.260638,8630.7925532,5999.5904255
National,,National,123,NEUROLOGICAL EYE DISORDERS,3226,36047.984811,7007.1128332,5028.7938624
National,,National,124,OTHER DISORDERS OF THE EYE WITH MCC,996,52498.081325,12687.267068,10526.799197
National,,National,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,3342,33680.420108,7620.6241771,5749.8821065
National,,National,129,MAJOR HEAD AND NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE,2209,109790.19647,24884.021277,20318.032594
National,,National,130,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,1048,67428.515267,14755.567748,11142.242366
National,,National,131,CRANIAL AND FACIAL PROCEDURES WITH CC/MCC,1293,111104.23975,25783.130704,21540.813612
National,,National,132,CRANIAL AND FACIAL PROCEDURES WITHOUT CC/MCC,493,66820.772819,15069.288032,11692.971602
National,,National,133,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC/MCC",1799,85453.67204,19844.508616,16545.42746
National,,National,134,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",950,56582.487368,11932.671579,9007.1021053
National,,National,135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,276,89878.869565,20647.695652,16906.199275
National,,National,136,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,92,53397.467391,10837.836957,9055.0978261
National,,National,137,MOUTH PROCEDURES WITH CC/MCC,983,58217.187182,13375.384537,10832.956256
National,,National,138,MOUTH PROCEDURES WITHOUT CC/MCC,375,38468.290667,8699.6293333,6138.696
National,,National,139,SALIVARY GLAND PROCEDURES,337,53386.278932,10865.189911,8459.8397626
National,,National,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",1095,77617.143379,19154.294064,16170.56895
National,,National,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",921,50149.178067,11808.345277,9560.5352877
National,,National,148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",225,32766.373333,7923.0444444,6220.9155556
National,,National,149,DYSEQUILIBRIUM,15421,32177.32125,6206.2098437,4593.6891252
National,,National,150,EPISTAXIS WITH MCC,1036,46158.546332,10951.281853,9400.269305
National,,National,151,EPISTAXIS WITHOUT MCC,2340,26383.473932,6082.3217949,4713.6106838
National,,National,152,OTITIS MEDIA AND URI WITH MCC,3175,39914.532283,9288.7143307,7413.8815748
National,,National,153,OTITIS MEDIA AND URI WITHOUT MCC,7497,27629.785781,6475.6630652,4736.2256903
National,,National,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",2028,57278.632643,12650.404832,10707.154832
National,,National,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",3929,35079.698651,7886.4331891,6150.006872
National,,National,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",1440,26740.59375,6219.8756944,4360.0048611
National,,National,157,DENTAL AND ORAL DISEASES WITH MCC,1956,59736.209611,14951.856851,12618.242843
National,,National,158,DENTAL AND ORAL DISEASES WITH CC,3344,34172.370215,7990.9560407,6136.625
National,,National,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,838,26223.315036,6467.8639618,4637.7577566
National,,National,163,MAJOR CHEST PROCEDURES WITH MCC,10792,177621.84831,39649.566623,34399.676334
National,,National,164,MAJOR CHEST PROCEDURES WITH CC,15609,102594.95676,21431.592991,17706.497726
National,,National,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,8240,77263.209223,15888.9125,12682.646602
National,,National,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,14854,138902.17611,29927.845698,25685.904739
National,,National,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,7576,71911.911167,15745.604673,12766.99934
National,,National,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,2396,55449.114357,11585.155676,8812.0984975
National,,National,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,28340,52326.121771,11599.711997,9575.453458
National,,National,176,PULMONARY EMBOLISM WITHOUT MCC,28866,33735.835654,7407.3933694,5607.9486593
National,,National,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,78233,61895.950481,13846.21087,12052.772717
National,,National,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,29769,41544.721993,9987.2410225,8234.1582855
National,,National,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,5142,30790.521587,7390.0394788,5721.3920653
National,,National,180,RESPIRATORY NEOPLASMS WITH MCC,18917,66489.747846,14117.986044,12005.025533
National,,National,181,RESPIRATORY NEOPLASMS WITH CC,9559,44441.762214,9662.2071346,7852.6843812
National,,National,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,586,34736.755973,6864.1075085,5253.6740614
National,,National,183,MAJOR CHEST TRAUMA WITH MCC,5094,58278.966627,12899.626816,10432.82391
National,,National,184,MAJOR CHEST TRAUMA WITH CC,10938,41662.202871,9152.8891022,6709.5984641
National,,National,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,3009,31626.341642,6889.2788302,4698.7597208
National,,National,186,PLEURAL EFFUSION WITH MCC,10101,53983.047124,12238.704089,10572.635383
National,,National,187,PLEURAL EFFUSION WITH CC,6278,39070.055272,8595.5732717,7070.5017522
National,,National,188,PLEURAL EFFUSION WITHOUT CC/MCC,1224,28483.826797,6328.5375817,5018.1364379
National,,National,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,144407,43612.015242,10074.167533,8449.5335683
National,,National,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,126997,39101.089955,9254.0152051,7669.8769341
National,,National,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,63189,31408.724303,7367.7361724,5898.4079982
National,,National,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,22774,25071.682708,6038.0795205,4548.8184333
National,,National,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,151550,45125.300257,10162.360139,8475.5677136
National,,National,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,101293,30836.540926,7277.7896301,5666.0406938
National,,National,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,24415,23959.1436,5716.4788859,4137.7092771
National,,National,196,INTERSTITIAL LUNG DISEASE WITH MCC,9385,61728.789451,14133.235269,11854.30943
National,,National,197,INTERSTITIAL LUNG DISEASE WITH CC,2965,37788.877909,8571.9500843,6697.8920742
National,,National,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,700,28730.977143,6985.4128571,4972.5585714
National,,National,199,PNEUMOTHORAX WITH MCC,6678,63698.39413,14324.744385,12105.390087
National,,National,200,PNEUMOTHORAX WITH CC,9991,40399.782004,9232.7627865,7087.1231108
National,,National,201,PNEUMOTHORAX WITHOUT CC/MCC,1814,26173.484564,6190.8412348,4354.1350606
National,,National,202,BRONCHITIS AND ASTHMA WITH CC/MCC,40866,35262.969975,7822.8646797,6104.3956345
National,,National,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,8274,26060.030336,6103.4263959,4409.0933043
National,,National,204,RESPIRATORY SIGNS AND SYMPTOMS,7370,31924.637585,6805.2457259,5319.9412483
National,,National,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,9805,62550.744212,14460.878531,11645.9128
National,,National,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,9360,35827.265385,8063.6943376,6168.2205128
National,,National,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,17761,198294.76111,43909.864704,39174.193852
National,,National,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,53530,94935.385018,19234.587783,16921.020418
National,,National,215,OTHER HEART ASSIST SYSTEM IMPLANT,8006,357649.51262,96958.47939,88823.405196
National,,National,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,5659,406681.64746,86174.367203,76411.192614
National,,National,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,1824,249513.76316,53904.226425,45895.953399
National,,National,218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,202,199650.64356,44585.608911,38389.054455
National,,National,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,15604,312579.41489,68302.820687,59777.741477
National,,National,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,14242,208053.88969,44033.286617,36758.186982
National,,National,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,2389,166120.53746,36930.9054,30990.832566
National,,National,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",1845,313342.14472,68116.891599,59226.500271
National,,National,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT",466,229268.89056,49973.2897,42472.096567
National,,National,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",2330,277062.09013,62013.157082,52243.087983
National,,National,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",1576,209303.41751,44197.823604,38910.803934
National,,National,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,4897,235207.57484,52403.63835,47851.316725
National,,National,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,4568,185699.7975,41371.393608,36383.198993
National,,National,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,6749,238039.50185,53555.755223,48571.327604
National,,National,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,7754,160593.78811,35581.226593,31938.817514
National,,National,231,CORONARY BYPASS WITH PTCA WITH MCC,948,345966.39979,69480.837553,58702.209916
National,,National,232,CORONARY BYPASS WITH PTCA WITHOUT MCC,686,238643.52624,50260.241983,39629.432945
National,,National,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,12122,293982.05931,57701.823214,49767.704174
National,,National,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,13639,202348.69338,38810.512868,31663.203827
National,,National,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,11738,225996.313,45958.331317,39344.906884
National,,National,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,19548,156386.14733,30960.578064,25142.889145
National,,National,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,9915,151670.27574,35396.368028,31595.690368
National,,National,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,7726,93290.146777,20922.861507,18310.223272
National,,National,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,671,56171.412817,12390.90462,10554.491803
National,,National,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,18877,132037.80977,27866.890502,25321.35477
National,,National,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,24812,92868.444221,19148.083306,16884.887393
National,,National,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,14570,76138.295539,15892.733768,13407.825944
National,,National,245,AICD GENERATOR PROCEDURES,1684,195094.84442,41482.782067,36557.255938
National,,National,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,50864,134596.16644,25358.887484,21937.927866
National,,National,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,85866,92553.786563,16238.691042,12903.8152
National,,National,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERI,2250,136716.13822,23935.950667,21097.457333
National,,National,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,2860,86167.547552,14631.872028,11916.07028
National,,National,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,4507,108172.63168,20175.929665,17488.907699
National,,National,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,5262,77176.826492,13134.014063,10522.22501
National,,National,252,OTHER VASCULAR PROCEDURES WITH MCC,35457,123114.41273,27088.688073,24378.530925
National,,National,253,OTHER VASCULAR PROCEDURES WITH CC,24811,99523.237637,20851.826649,17974.837411
National,,National,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,10718,69242.793338,14317.061579,11618.179604
National,,National,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,2277,88374.180061,19881.253404,17323.420729
National,,National,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,2047,56310.161212,13466.29702,11312.219834
National,,National,257,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,140,38533.878571,9195.7357143,7516.4928571
National,,National,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,535,116014.53645,24159.542056,22033.943925
National,,National,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,845,76481.905325,15866.80355,14010.750296
National,,National,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,2638,135961.27445,30743.001516,27180.134951
National,,National,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,3585,76738.277266,15688.888145,13500.347838
National,,National,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,1376,64274.385901,12637.12936,10532.87064
