Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,3593,138742.80629,31341.955747,27158.088227
National,,National,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,21179,156326.13391,35373.937721,30619.642193
National,,National,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,8816,108349.21824,24888.098004,21038.313634
National,,National,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,10617,91486.490722,20462.009701,16663.733258
National,,National,028,SPINAL PROCEDURES WITH MCC,2210,182698.02579,44923.032579,39369.822624
National,,National,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,3807,108287.95823,26042.894142,21741.190964
National,,National,030,SPINAL PROCEDURES WITHOUT CC/MCC,1758,74387.205347,16105.434585,12719.577929
National,,National,031,VENTRICULAR SHUNT PROCEDURES WITH MCC,1093,135214.51052,33051.771272,28186.772187
National,,National,032,VENTRICULAR SHUNT PROCEDURES WITH CC,2049,77030.163006,16943.086872,14171.61103
National,,National,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,2750,59402.412727,12988.966182,10859.007273
National,,National,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,823,126982.14702,30238.619684,26684.701094
National,,National,035,CAROTID ARTERY STENT PROCEDURES WITH CC,2315,76843.119654,16970.106263,14747.275594
National,,National,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,3388,56973.835891,12512.319067,10702.674439
National,,National,037,EXTRACRANIAL PROCEDURES WITH MCC,4246,116803.50966,24679.417569,21462.761187
National,,National,038,EXTRACRANIAL PROCEDURES WITH CC,12422,62316.10095,11723.659073,9764.0452423
National,,National,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,25740,42612.193745,7967.1125874,6225.887568
National,,National,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",4955,131773.43572,30925.148133,26869.526135
National,,National,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",6273,80924.424518,17051.869759,14052.610553
National,,National,042,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",2422,67719.787779,15193.848885,12252.565648
National,,National,052,SPINAL DISORDERS AND INJURIES WITH CC/MCC,916,58280.96179,14126.69214,11427.665939
National,,National,053,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,267,34302.52809,7513.2434457,5152.3670412
National,,National,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,13696,50825.990289,11224.75679,8976.031104
National,,National,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,4883,40273.188204,8766.828589,6773.369445
National,,National,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,12694,59726.142587,15144.82606,12876.188435
National,,National,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,29385,36880.265476,9915.2984516,8094.1233623
National,,National,058,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,986,62999.412779,14660.68357,11728.476673
National,,National,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,3059,38431.85747,9065.4292252,6696.1928735
National,,National,060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,2694,30908.272086,7412.7238307,4977.6945063
National,,National,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",5498,105740.64151,20922.699709,18660.922154
National,,National,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",9772,77083.037761,14363.903704,12000.000307
National,,National,063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",2080,68058.338942,12507.661058,9792.2706731
National,,National,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,82005,62164.863972,13804.706164,11720.017145
National,,National,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,110383,37631.95782,7963.9593325,6226.0061875
National,,National,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,36264,29793.406353,5990.658201,4258.0780664
National,,National,067,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,951,52939.351209,10853.983176,9132.5899054
National,,National,068,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,3840,37191.65026,7029.1695313,5363.9898438
National,,National,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,46143,32176.699629,5800.5935245,4355.7171619
National,,National,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,16755,52379.36598,12601.947836,10850.313638
National,,National,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,16616,33308.685424,7592.2964612,6116.697701
National,,National,072,NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,4254,28007.705924,5930.9092619,4429.9882464
National,,National,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,7534,47713.803159,11089.209583,9417.7125033
National,,National,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,17865,35225.94089,7776.4520571,6032.1881332
National,,National,075,VIRAL MENINGITIS WITH CC/MCC,706,54147.175637,13021.933428,10805.094901
National,,National,076,VIRAL MENINGITIS WITHOUT CC/MCC,243,32200.794239,7787.2962963,5578.1481481
National,,National,077,HYPERTENSIVE ENCEPHALOPATHY WITH MCC,1966,53863.309257,12298.65412,10476.970498
National,,National,078,HYPERTENSIVE ENCEPHALOPATHY WITH CC,2800,35050.718571,7348.3314286,5820.1332143
National,,National,079,HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC,717,28551.372385,5370.0306834,3899.6959554
National,,National,080,NONTRAUMATIC STUPOR AND COMA WITH MCC,658,59941.072948,12649.56535,10396.071429
National,,National,081,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,655,28649.483969,6458.8,5072.5450382
National,,National,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,5671,78235.628108,17744.456357,15350.482807
National,,National,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,6453,47386.877421,10715.587479,8558.9882225
National,,National,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,4062,36051.297144,7859.6782373,5997.4679961
National,,National,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,10092,72071.856322,16028.287455,13838.260404
National,,National,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,16238,43578.106048,9234.7366055,7415.2787905
National,,National,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,10257,31831.25797,6746.539534,5038.4884469
National,,National,088,CONCUSSION WITH MCC,790,51322.321519,11892.911392,9726.7949367
National,,National,089,CONCUSSION WITH CC,1858,39548.244349,8440.3336921,6224.9962325
National,,National,090,CONCUSSION WITHOUT CC/MCC,894,32455.699105,6668.1174497,4808.3008949
National,,National,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,14828,52413.106825,12372.245886,10612.163205
National,,National,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,21672,33338.209671,7490.5340532,5928.1725729
National,,National,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,8177,28526.438792,6017.3116057,4442.7928336
National,,National,094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,1532,117833.69843,28660.212141,24744.530679
National,,National,095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,1229,83128.267697,19588.790887,15988.633035
National,,National,096,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,504,76431.69246,16848.305556,13766.049603
National,,National,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,2304,114630.00738,27799.361979,23490.217448
National,,National,098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,1405,63922.04484,15344.92242,12437.590747
National,,National,099,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,546,48503.064103,11561.091575,7866.9285714
National,,National,100,SEIZURES WITH MCC,27082,58620.573222,13123.06772,11177.484935
National,,National,101,SEIZURES WITHOUT MCC,42076,31915.587271,6925.9765187,5249.4588839
National,,National,102,HEADACHES WITH MCC,1625,39511.286769,9101.0683077,6971.4166154
National,,National,103,HEADACHES WITHOUT MCC,10178,30630.038318,6504.1834349,4374.6862841
National,,National,113,ORBITAL PROCEDURES WITH CC/MCC,484,89216.626033,19961.991736,16870.981405
National,,National,114,ORBITAL PROCEDURES WITHOUT CC/MCC,158,56515.531646,12415.348101,9011.5822785
National,,National,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,779,57747.785623,13075.525032,10600.858793
National,,National,116,INTRAOCULAR PROCEDURES WITH CC/MCC,341,63506.865103,15548.98827,12894.184751
National,,National,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,176,43397.965909,9493.7386364,7144.9886364
National,,National,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,541,36137.669131,9713.8262477,7312.6820702
National,,National,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,189,25034.793651,6865.952381,4598.6560847
National,,National,123,NEUROLOGICAL EYE DISORDERS,2753,33327.583364,6607.9008355,4605.4700327
National,,National,124,OTHER DISORDERS OF THE EYE WITH MCC,925,47777.731892,10997.511351,8974.4951351
National,,National,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,3244,29748.572133,6811.2731196,5036.2090012
National,,National,129,MAJOR HEAD AND NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE,2020,97679.241584,22592.930198,18408.60099
National,,National,130,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,1046,62971.065966,13504.492352,10544.090822
National,,National,131,CRANIAL AND FACIAL PROCEDURES WITH CC/MCC,1271,98326.996066,23995.45712,19512.538159
National,,National,132,CRANIAL AND FACIAL PROCEDURES WITHOUT CC/MCC,547,65310.833638,13973.349177,11149.983547
National,,National,133,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC/MCC",2072,80684.032819,18198.540058,15202.409266
National,,National,134,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",1116,48056.379928,9890.9722222,7535.5913978
National,,National,135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,301,92319.833887,20327.026578,16225.23588
National,,National,136,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,105,49749.533333,10588.67619,8303.6285714
National,,National,137,MOUTH PROCEDURES WITH CC/MCC,910,49087.185714,11919.043956,9535.6516484
National,,National,138,MOUTH PROCEDURES WITHOUT CC/MCC,407,34473.960688,7714.3660934,5740.3734644
National,,National,139,SALIVARY GLAND PROCEDURES,253,50761.826087,9775.0988142,7662.5454545
National,,National,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",1065,68079.429108,17869.546479,15213.666667
National,,National,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",934,43331.622056,11177.379015,9166.5396146
National,,National,148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",257,28519.669261,7775.1945525,5971.2451362
National,,National,149,DYSEQUILIBRIUM,16064,28431.007221,5628.3723232,4091.1891808
National,,National,150,EPISTAXIS WITH MCC,1016,41751.166339,10672.24311,9256.7972441
National,,National,151,EPISTAXIS WITHOUT MCC,2407,22201.153303,5866.7341088,4543.216452
National,,National,152,OTITIS MEDIA AND URI WITH MCC,4287,34504.919757,8502.0436202,6798.973408
National,,National,153,OTITIS MEDIA AND URI WITHOUT MCC,10844,24345.625415,5846.2715788,4223.412394
National,,National,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",2062,47703.35548,11462.722114,9653.5926285
National,,National,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",4252,31255.759878,7379.7601129,5656.0216369
National,,National,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",1692,23174.75591,5778.3439716,4065.7523641
National,,National,157,DENTAL AND ORAL DISEASES WITH MCC,1783,53807.295008,13256.457095,10859.481211
National,,National,158,DENTAL AND ORAL DISEASES WITH CC,3325,31529.416241,7268.716391,5525.5759398
National,,National,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,1049,24352.22021,5626.3183985,3942.6625357
National,,National,163,MAJOR CHEST PROCEDURES WITH MCC,12387,161336.9405,37814.401631,33295.739485
National,,National,164,MAJOR CHEST PROCEDURES WITH CC,15639,90034.799028,20285.806254,17183.295799
National,,National,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,8330,68941.155102,14680.215966,11758.483193
National,,National,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,28173,118656.84975,27707.448018,24240.880843
National,,National,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,12325,64071.32998,14773.750426,12248.670183
National,,National,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,3483,48936.345105,10723.521677,8235.9184611
National,,National,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,26811,48005.249002,10966.501846,9140.578382
National,,National,176,PULMONARY EMBOLISM WITHOUT MCC,32254,30434.405562,7050.039406,5394.991784
National,,National,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,68586,55363.837197,13361.39839,11747.709081
National,,National,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,30522,38858.002588,9670.2179084,8159.9533451
National,,National,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,6558,28811.392955,7110.6177188,5645.8154925
National,,National,180,RESPIRATORY NEOPLASMS WITH MCC,18352,58995.346393,13197.216925,11347.809231
National,,National,181,RESPIRATORY NEOPLASMS WITH CC,11170,41302.473232,9236.6419875,7584.4871979
National,,National,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,701,31688.182596,6635.4550642,5086.9072753
National,,National,183,MAJOR CHEST TRAUMA WITH MCC,5397,52431.082824,12105.903835,9661.7237354
National,,National,184,MAJOR CHEST TRAUMA WITH CC,10457,37798.459979,8507.2963565,6004.8512002
National,,National,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,3087,27576.427276,6531.0699708,4271.8918043
National,,National,186,PLEURAL EFFUSION WITH MCC,10431,49594.184354,11531.740006,9938.3776244
National,,National,187,PLEURAL EFFUSION WITH CC,7095,35837.99253,8127.2534179,6744.5079634
National,,National,188,PLEURAL EFFUSION WITHOUT CC/MCC,1499,26884.975984,6015.8098732,4744.0166778
National,,National,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,168249,39567.339461,9226.658631,7770.5858341
National,,National,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,210921,37264.550282,8377.7289744,6925.8394375
National,,National,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,87710,29517.753859,6879.6378178,5499.1385247
National,,National,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,38352,23266.159496,5541.8561744,4136.1298237
National,,National,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,117034,40628.648726,9998.1579199,8450.6979681
National,,National,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,106852,28828.46935,7138.0230787,5613.7331168
National,,National,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,35754,22246.506852,5411.8755664,3930.7506573
National,,National,196,INTERSTITIAL LUNG DISEASE WITH MCC,7935,51525.42281,12532.429364,10455.127536
National,,National,197,INTERSTITIAL LUNG DISEASE WITH CC,3188,34962.769762,8607.3114806,6879.3883312
National,,National,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,906,25566.782561,6930.2417219,4843.5298013
National,,National,199,PNEUMOTHORAX WITH MCC,5980,57175.129264,13592.0699,11551.478428
National,,National,200,PNEUMOTHORAX WITH CC,9293,36830.328204,8424.9532982,6455.5859249
National,,National,201,PNEUMOTHORAX WITHOUT CC/MCC,2013,24166.724789,5921.8310979,4309.9930452
National,,National,202,BRONCHITIS AND ASTHMA WITH CC/MCC,36802,31315.228873,7094.9458453,5475.5890712
National,,National,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,11851,23125.058054,5531.7728462,3933.163868
National,,National,204,RESPIRATORY SIGNS AND SYMPTOMS,8709,27754.353887,6222.8544035,4770.165461
National,,National,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,8068,50572.335771,12440.80937,10193.399975
National,,National,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,10296,30875.876068,7099.6318959,5395.7143551
National,,National,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,19247,175656.05035,39685.972411,35789.816127
National,,National,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,57511,81532.971745,17471.249674,15402.683904
National,,National,215,OTHER HEART ASSIST SYSTEM IMPLANT,4464,314434.85058,102657.08289,95918.522401
National,,National,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,7332,349338.30169,78453.060556,70794.723677
National,,National,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,2848,229856.82935,49813.596559,43887.363413
National,,National,218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,310,198907.65484,42195.812903,37305.416129
National,,National,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,16827,277342.41517,64279.762881,56941.777084
National,,National,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,17337,186700.84259,40831.520909,35010.505508
National,,National,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,2978,155241.11921,34830.391538,29908.314641
National,,National,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",1674,283277.75508,65468.242533,58955.580645
National,,National,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT",616,214822.13799,49429.845779,44057.095779
National,,National,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",2110,250560.0782,58420.840758,51635.208057
National,,National,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",1718,192125.82421,42265.91851,37065.145518
National,,National,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,4886,223054.5133,51100.257675,47123.317438
National,,National,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,5533,173753.80607,39842.454184,35887.632749
National,,National,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,5256,229910.14745,54677.469178,50270.361682
National,,National,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,6241,162054.65919,35674.398654,31786.394969
National,,National,231,CORONARY BYPASS WITH PTCA WITH MCC,1055,307377.88246,61452.985782,54548.010427
National,,National,232,CORONARY BYPASS WITH PTCA WITHOUT MCC,743,226506.9031,45072.694482,37358.694482
National,,National,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,13015,263700.88206,53863.776181,47230.2796
National,,National,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,15700,181355.65255,35982.67707,29980.256178
National,,National,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,11053,198859.11246,43363.411291,37627.844929
National,,National,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,19702,140128.75221,28640.672927,24007.082834
National,,National,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,9442,138077.31,34234.658653,30639.440373
National,,National,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,8316,81180.762626,19302.685546,17110.9614
National,,National,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,779,47967.256739,10912.508344,8977.5519897
National,,National,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,19497,120786.15459,26612.624711,24420.483818
National,,National,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,26015,85010.445628,18786.858389,16748.524467
National,,National,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,16558,69894.136309,15273.803479,13121.589987
National,,National,245,AICD GENERATOR PROCEDURES,2306,170338.33521,38038.643105,34127.778838
National,,National,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,47493,126053.55785,24600.898238,21538.898722
National,,National,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,87947,86842.48793,15871.35153,12778.725323
National,,National,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERI,4951,120481.38699,22196.943042,19804.080994
National,,National,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,6798,80498.852751,13793.583995,11428.647102
National,,National,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,4105,101394.59683,19563.965895,17357.764434
National,,National,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,5886,70409.488447,12547.083588,10096.052328
National,,National,252,OTHER VASCULAR PROCEDURES WITH MCC,35658,111815.00982,26017.799708,23619.550031
National,,National,253,OTHER VASCULAR PROCEDURES WITH CC,26816,90673.627946,20098.79281,17512.56153
National,,National,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,12850,63174.467082,13443.435019,11070.452918
National,,National,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,2257,77344.082853,18992.225078,16721.574214
National,,National,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,2289,52870.935343,12507.830494,10461.612931
National,,National,257,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,105,31942.114286,8558.6761905,6983.5047619
National,,National,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,722,101516.1759,23154.267313,20982.283934
National,,National,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,1262,70805.073693,14634.097464,12823.593502
National,,National,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,2587,125106.69927,29998.412447,26700.57557
National,,National,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,3399,69597.515446,14804.399529,12693.522507
National,,National,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,1470,58535.719048,11784.209524,9965.1870748
